"subject","item","cue","cued_recall_acc","free_recall_acc","trial","cue_prioritem1","cue_prioritem2","cue_prioritem3","cue_prioritem4","cue_consec_value","cue_consec_lab","stim1","cued_recall_acc_pred","free_recall_acc_pred"
10,"Partei - Herz","TBR",1,0,5,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word005",0.525533012,0.431385211
10,"Beziehung - Wunsch","TBR",0,0,6,"TBR","TBF","TBR","TBR",0.5,"TBR1","word006",0.524107019,0.429542667
10,"Kirche - Zimmer","TBF",0,0,7,"TBR","TBR","TBF","TBR",1.5,"TBR2","word007",0.30343925,0.176047993
10,"Rahmen - Abend","TBR",1,0,8,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word008",0.521502991,0.426182962
10,"Höhe - Kapital","TBR",1,0.5,9,"TBR","TBF","TBR","TBR",0.5,"TBR1","word009",0.508598397,0.409631575
10,"Arzt - Klasse","TBF",1,0,10,"TBR","TBR","TBF","TBR",1.5,"TBR2","word010",0.163543435,0.061770057
10,"Gesicht - Verwaltung","TBF",0,0,11,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word011",0.284088678,0.157657208
10,"Zukunft - Hilfe","TBF",0,0,12,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word012",0.283203667,0.156834135
10,"Truppe - Uhr","TBR",0,0,13,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word013",0.506585627,0.407065144
10,"Staat - Regierung","TBF",1,0,14,"TBR","TBF","TBF","TBF",0.5,"TBR1","word014",0.162252573,0.060937663
10,"Soldat - Bericht","TBF",0,0,15,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word015",0.280873879,0.154675077
10,"Tochter - Dienst","TBF",0,0,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word016",0.280140964,0.153998179
10,"Zeichen - Sache","TBR",1,1,17,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word017",0.503069448,0.402591852
10,"Zeit - Ventil","TBR",0,0,18,"TBR","TBF","TBF","TBF",0.5,"TBR1","word018",0.416131173,0.296641336
10,"Seele - Presse","TBF",1,0,19,"TBR","TBR","TBF","TBF",1.5,"TBR2","word019",0.104151749,0.028425065
10,"Spiegel - Fenster","TBR",1,0,20,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word020",0.500763191,0.399664883
10,"Haus - System","TBF",1,0,21,"TBR","TBF","TBR","TBR",0.5,"TBR1","word021",0.158970325,0.058841639
10,"Wasser - Brief","TBR",1,1,22,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word022",0.49935547,0.397881062
10,"Recht - Frage","TBF",1,1,23,"TBR","TBF","TBR","TBF",0.5,"TBR1","word023",0.158158396,0.058327705
10,"Himmel - Kraft","TBF",1,0,24,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word024",0.275241008,0.149501286
11,"Kosten - Jahr","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
11,"Höhe - Kapital","TBF",0,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.308678804,0.181154907
11,"Beziehung - Wunsch","TBF",0,0,4,"TBF","TBF","TBR",NA,-1.5,"TBF2","word004",0.307218091,0.17972582
11,"Spiegel - Fenster","TBF",1,1,5,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word005",0.305870732,0.178411294
11,"Zeichen - Sache","TBF",0,0,6,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word006",0.304615812,0.177190125
11,"Haus - System","TBR",0,0,7,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word007",0.52276741,0.427813499
11,"Liebe - Sprache","TBF",0,0,8,"TBR","TBF","TBF","TBF",0.5,"TBR1","word008",0.302330799,0.174974453
11,"Truppe - Uhr","TBF",0,0,9,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word009",0.301282596,0.173961476
11,"Seele - Presse","TBR",0,0,10,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word010",0.519167147,0.42317482
11,"Zukunft - Hilfe","TBR",0,0,11,"TBR","TBF","TBF","TBR",0.5,"TBR1","word011",0.518083275,0.421780793
11,"Partei - Herz","TBF",0,0,12,"TBR","TBR","TBF","TBF",1.5,"TBR2","word012",0.298442073,0.171227272
11,"Recht - Frage","TBR",0,0,13,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word013",0.51605988,0.419181478
11,"Gegner - Musik","TBR",0,0,14,"TBR","TBF","TBR","TBR",0.5,"TBR1","word014",0.515112854,0.41796629
11,"Gesicht - Verwaltung","TBR",0,0,15,"TBR","TBR","TBF","TBR",1.5,"TBR2","word015",0.429574041,0.312381191
11,"Zeit - Ventil","TBF",0,0,16,"TBR","TBR","TBR","TBF",2.5,"TBR3","word016",0.114302969,0.033373767
11,"Rahmen - Abend","TBF",0,0,17,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word017",0.279459264,0.153369576
11,"Staat - Regierung","TBR",0,0,18,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word018",0.502281789,0.401591568
11,"Himmel - Kraft","TBR",0,0,19,"TBR","TBF","TBF","TBR",0.5,"TBR1","word019",0.415401618,0.295794528
11,"Wasser - Brief","TBF",0,0,20,"TBR","TBR","TBF","TBF",1.5,"TBR2","word020",0.103852886,0.028284347
11,"Kirche - Zimmer","TBR",0,0,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word021",0.500044251,0.3987536
11,"Tochter - Dienst","TBR",0,0,22,"TBR","TBF","TBR","TBR",0.5,"TBR1","word022",0.413323079,0.293386184
11,"Stimme - Tätigkeit","TBF",0,0,23,"TBR","TBR","TBF","TBR",1.5,"TBR2","word023",0.102972868,0.027871672
11,"Arzt - Klasse","TBR",1,1,24,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word024",0.498028983,0.39620212
12,"Liebe - Sprache","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
12,"Arzt - Klasse","TBF",1,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.308678804,0.181154907
12,"Stimme - Tätigkeit","TBR",0,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1","word004",0.527060801,0.433361416
12,"Truppe - Uhr","TBR",0,0,5,"TBR","TBF","TBR","TBF",0.5,"TBR1","word005",0.525533012,0.431385211
12,"Seele - Presse","TBF",1,0,6,"TBR","TBR","TBF","TBR",1.5,"TBR2","word006",0.304615812,0.177190125
12,"Himmel - Kraft","TBF",0,0,7,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word007",0.30343925,0.176047993
12,"Recht - Frage","TBF",0,0,8,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word008",0.302330799,0.174974453
12,"Kirche - Zimmer","TBF",1,1,9,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word009",0.301282596,0.173961476
12,"Zeit - Ventil","TBR",0,0,10,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word010",0.519167147,0.42317482
12,"Gesicht - Verwaltung","TBF",0,0,11,"TBR","TBF","TBF","TBF",0.5,"TBR1","word011",0.299342967,0.172092724
12,"Höhe - Kapital","TBR",0,0,12,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word012",0.51704886,0.420451447
12,"Soldat - Bericht","TBF",0,0.5,13,"TBR","TBF","TBR","TBF",0.5,"TBR1","word013",0.297582,0.17040253
12,"Partei - Herz","TBR",0,0,14,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word014",0.515112854,0.41796629
12,"Zukunft - Hilfe","TBF",0,0,15,"TBR","TBF","TBR","TBF",0.5,"TBR1","word015",0.174537983,0.069041687
12,"Spiegel - Fenster","TBR",1,1,16,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word016",0.503913916,0.403665006
12,"Gegner - Musik","TBF",0,0,17,"TBR","TBF","TBR","TBF",0.5,"TBR1","word017",0.160766613,0.059985086
12,"Staat - Regierung","TBF",0,0,18,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word018",0.278788487,0.152751983
12,"Kosten - Jahr","TBR",0,0,19,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word019",0.501507348,0.400608708
12,"Beziehung - Wunsch","TBR",0,0,20,"TBR","TBF","TBF","TBR",0.5,"TBR1","word020",0.414676572,0.294953723
12,"Wasser - Brief","TBR",0,0,21,"TBR","TBR","TBF","TBF",1.5,"TBR2","word021",0.36023426,0.234127285
12,"Rahmen - Abend","TBR",0,0,22,"TBR","TBR","TBR","TBF",2.5,"TBR3","word022",0.288640287,0.161915486
12,"Zeichen - Sache","TBR",0,0,23,"TBR","TBR","TBR","TBR",2.5,"TBR3","word023",0.288063092,0.16137316
12,"Tochter - Dienst","TBF",0,0,24,"TBR","TBR","TBR","TBR",2.5,"TBR3","word024",0.050846581,0.008195953
13,"Liebe - Sprache","TBF",0,0.5,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.310288047,0.182734074
13,"Partei - Herz","TBF",1,1,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.308678804,0.181154907
13,"Beziehung - Wunsch","TBF",1,1,4,"TBF","TBF","TBF",NA,-2.5,"TBF3","word004",0.307218091,0.17972582
13,"Seele - Presse","TBR",0,0,5,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word005",0.525533012,0.431385211
13,"Zeichen - Sache","TBF",0,0,6,"TBR","TBF","TBF","TBF",0.5,"TBR1","word006",0.304615812,0.177190125
13,"Gegner - Musik","TBR",0,0,7,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word007",0.52276741,0.427813499
13,"Kirche - Zimmer","TBR",1,1,8,"TBR","TBF","TBR","TBF",0.5,"TBR1","word008",0.521502991,0.426182962
13,"Arzt - Klasse","TBR",1,1,9,"TBR","TBR","TBF","TBR",1.5,"TBR2","word009",0.520305182,0.424639742
13,"Haus - System","TBR",0,0,10,"TBR","TBR","TBR","TBF",2.5,"TBR3","word010",0.519167147,0.42317482
13,"Recht - Frage","TBR",0,0.5,11,"TBR","TBR","TBR","TBR",2.5,"TBR3","word011",0.518083275,0.421780793
13,"Kosten - Jahr","TBF",0,0.5,12,"TBR","TBR","TBR","TBR",2.5,"TBR3","word012",0.224442049,0.105939313
13,"Stimme - Tätigkeit","TBF",0,0,13,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word013",0.282424946,0.15611124
13,"Tochter - Dienst","TBR",0,1,14,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word014",0.505662626,0.405889651
13,"Wasser - Brief","TBF",1,1,15,"TBR","TBF","TBF","TBR",0.5,"TBR1","word015",0.161737999,0.060607112
13,"Spiegel - Fenster","TBF",1,1,16,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word016",0.280147846,0.15400453
13,"Truppe - Uhr","TBF",0,0.5,17,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word017",0.279443128,0.153354709
13,"Soldat - Bericht","TBR",0,0.5,18,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word018",0.502267658,0.401573627
13,"Zeit - Ventil","TBF",0,0,19,"TBR","TBF","TBF","TBF",0.5,"TBR1","word019",0.159802683,0.059370386
13,"Himmel - Kraft","TBR",1,1,20,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word020",0.500762794,0.399664379
13,"Höhe - Kapital","TBF",1,1,21,"TBR","TBF","TBR","TBF",0.5,"TBR1","word021",0.158959081,0.05883451
13,"Gesicht - Verwaltung","TBR",0,0,22,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word022",0.499352496,0.397877296
13,"Staat - Regierung","TBR",0,0,23,"TBR","TBF","TBR","TBF",0.5,"TBR1","word023",0.412668075,0.292628558
13,"Zukunft - Hilfe","TBR",0,0,24,"TBR","TBR","TBF","TBR",1.5,"TBR2","word024",0.358399875,0.232161445
14,"Gegner - Musik","TBF",0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.310288047,0.182734074
14,"Tochter - Dienst","TBF",0,0,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.308678804,0.181154907
14,"Gesicht - Verwaltung","TBF",0,0,4,"TBF","TBF","TBF",NA,-2.5,"TBF3","word004",0.307218091,0.17972582
14,"Wasser - Brief","TBR",1,1,5,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word005",0.525533012,0.431385211
14,"Stimme - Tätigkeit","TBR",1,0.5,6,"TBR","TBF","TBF","TBF",0.5,"TBR1","word006",0.524107019,0.429542667
14,"Haus - System","TBF",0,0,7,"TBR","TBR","TBF","TBF",1.5,"TBR2","word007",0.30343925,0.176047993
14,"Rahmen - Abend","TBR",0,0,8,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word008",0.521502991,0.426182962
14,"Beziehung - Wunsch","TBR",1,1,9,"TBR","TBF","TBR","TBR",0.5,"TBR1","word009",0.520305182,0.424639742
14,"Kosten - Jahr","TBR",0,0,10,"TBR","TBR","TBF","TBR",1.5,"TBR2","word010",0.519167147,0.42317482
14,"Seele - Presse","TBF",0,0,11,"TBR","TBR","TBR","TBF",2.5,"TBR3","word011",0.299342967,0.172092724
14,"Spiegel - Fenster","TBR",1,1,12,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word012",0.51704886,0.420451447
14,"Liebe - Sprache","TBR",0,0,13,"TBR","TBF","TBR","TBR",0.5,"TBR1","word013",0.455381408,0.343293814
14,"Himmel - Kraft","TBF",0,0,14,"TBR","TBR","TBF","TBR",1.5,"TBR2","word014",0.132502042,0.043043913
14,"Höhe - Kapital","TBR",0,0,15,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word015",0.504778021,0.40476389
14,"Truppe - Uhr","TBR",1,1,16,"TBR","TBF","TBR","TBR",0.5,"TBR1","word016",0.41773319,0.298503534
14,"Recht - Frage","TBF",0,0,17,"TBR","TBR","TBF","TBR",1.5,"TBR2","word017",0.104842816,0.02875155
14,"Soldat - Bericht","TBF",0,0,18,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word018",0.278784088,0.152747935
14,"Zeit - Ventil","TBR",0,0.5,19,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word019",0.50150981,0.400611832
14,"Zukunft - Hilfe","TBF",0,0,20,"TBR","TBF","TBF","TBR",0.5,"TBR1","word020",0.159383282,0.059103728
14,"Arzt - Klasse","TBF",0,0,21,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word021",0.276918834,0.151035486
14,"Zeichen - Sache","TBR",0,0,22,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word022",0.499352191,0.397876909
14,"Staat - Regierung","TBF",0,0,23,"TBR","TBF","TBF","TBR",0.5,"TBR1","word023",0.158142443,0.058317625
14,"Partei - Herz","TBR",1,1,24,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word024",0.498031389,0.396205163
15,"Spiegel - Fenster","TBF",1,1,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
15,"Stimme - Tätigkeit","TBF",0,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.308678804,0.181154907
15,"Liebe - Sprache","TBF",1,0,4,"TBF","TBF","TBR",NA,-1.5,"TBF2","word004",0.307218091,0.17972582
15,"Gesicht - Verwaltung","TBR",0,0,5,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word005",0.525533012,0.431385211
15,"Recht - Frage","TBR",1,0,6,"TBR","TBF","TBF","TBF",0.5,"TBR1","word006",0.524107019,0.429542667
15,"Truppe - Uhr","TBF",0,0,7,"TBR","TBR","TBF","TBF",1.5,"TBR2","word007",0.30343925,0.176047993
15,"Soldat - Bericht","TBR",0,0,8,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word008",0.521502991,0.426182962
15,"Tochter - Dienst","TBR",1,0,9,"TBR","TBF","TBR","TBR",0.5,"TBR1","word009",0.520305182,0.424639742
15,"Partei - Herz","TBF",0,0,10,"TBR","TBR","TBF","TBR",1.5,"TBR2","word010",0.300288368,0.173002653
15,"Gegner - Musik","TBR",1,0,11,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word011",0.518083275,0.421780793
15,"Arzt - Klasse","TBR",1,0,12,"TBR","TBF","TBR","TBR",0.5,"TBR1","word012",0.471520504,0.36306228
15,"Kosten - Jahr","TBF",0,0,13,"TBR","TBR","TBF","TBR",1.5,"TBR2","word013",0.142712571,0.048901133
15,"Seele - Presse","TBR",1,1,14,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word014",0.505680618,0.405912557
15,"Beziehung - Wunsch","TBF",1,0,15,"TBR","TBF","TBR","TBR",0.5,"TBR1","word015",0.161781805,0.060635224
15,"Himmel - Kraft","TBR",1,0,16,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word016",0.503917156,0.403669125
15,"Zeichen - Sache","TBF",0,0,17,"TBR","TBF","TBR","TBF",0.5,"TBR1","word017",0.160775877,0.059991006
15,"Zukunft - Hilfe","TBR",1,0,18,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word018",0.50228494,0.401595568
15,"Wasser - Brief","TBF",0,0.5,19,"TBR","TBF","TBR","TBF",0.5,"TBR1","word019",0.159841829,0.0593953
15,"Rahmen - Abend","TBF",1,0,20,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word020",0.277523784,0.151590087
15,"Zeit - Ventil","TBF",0,0,21,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word021",0.276920801,0.151037288
15,"Haus - System","TBR",1,1,22,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word022",0.499349272,0.397873212
15,"Staat - Regierung","TBR",1,0,23,"TBR","TBF","TBF","TBF",0.5,"TBR1","word023",0.412657214,0.292616001
15,"Höhe - Kapital","TBF",0,0,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.102673802,0.027731997
16,"Rahmen - Abend","TBR",1,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
16,"Zeichen - Sache","TBR",1,1,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.528713345,0.43550145
16,"Himmel - Kraft","TBF",0,0,4,"TBR","TBR","TBF",NA,1.5,"TBR2","word004",0.307218091,0.17972582
16,"Höhe - Kapital","TBR",1,0,5,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word005",0.525533012,0.431385211
16,"Truppe - Uhr","TBR",0,0,6,"TBR","TBF","TBR","TBR",0.5,"TBR1","word006",0.524107019,0.429542667
16,"Arzt - Klasse","TBF",0,0,7,"TBR","TBR","TBF","TBR",1.5,"TBR2","word007",0.30343925,0.176047993
16,"Wasser - Brief","TBR",1,0,8,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word008",0.521502991,0.426182962
16,"Kosten - Jahr","TBR",1,0,9,"TBR","TBF","TBR","TBR",0.5,"TBR1","word009",0.520305182,0.424639742
16,"Tochter - Dienst","TBF",0,0,10,"TBR","TBR","TBF","TBR",1.5,"TBR2","word010",0.262608863,0.138140634
16,"Zeit - Ventil","TBR",0,0,11,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word011",0.508610146,0.409646568
16,"Haus - System","TBF",0,0,12,"TBR","TBF","TBR","TBR",0.5,"TBR1","word012",0.16341136,0.061684683
16,"Beziehung - Wunsch","TBR",1,1,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.506610938,0.407097392
16,"Liebe - Sprache","TBR",0,1,14,"TBR","TBF","TBR","TBF",0.5,"TBR1","word014",0.419426067,0.300475376
16,"Kirche - Zimmer","TBF",0,0,15,"TBR","TBR","TBF","TBR",1.5,"TBR2","word015",0.10554297,0.029083894
16,"Soldat - Bericht","TBF",0,0,16,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word016",0.280152779,0.154009082
16,"Spiegel - Fenster","TBR",1,0,17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word017",0.50308116,0.402606731
16,"Gesicht - Verwaltung","TBF",0,0,18,"TBR","TBF","TBF","TBR",0.5,"TBR1","word018",0.160284374,0.059677243
16,"Recht - Frage","TBF",1,0,19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word019",0.27814328,0.15215881
16,"Staat - Regierung","TBF",1,1,20,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word020",0.277517853,0.151584646
16,"Partei - Herz","TBR",1,0,21,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word021",0.500041507,0.398750123
16,"Seele - Presse","TBF",0,0,22,"TBR","TBF","TBF","TBF",0.5,"TBR1","word022",0.158534864,0.058565776
16,"Stimme - Tätigkeit","TBR",1,1,23,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word023",0.49868064,0.39702669
16,"Gegner - Musik","TBF",0,0,24,"TBR","TBF","TBR","TBF",0.5,"TBR1","word024",0.157764944,0.058079311
17,"Zukunft - Hilfe","TBR",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.530529395,0.437856141
17,"Soldat - Bericht","TBR",0,0,3,"TBR","TBR",NA,NA,1.5,"TBR2","word003",0.528713345,0.43550145
17,"Gegner - Musik","TBR",1,0,4,"TBR","TBR","TBR",NA,2.5,"TBR3","word004",0.527060801,0.433361416
17,"Wasser - Brief","TBF",0,0,5,"TBR","TBR","TBR","TBR",2.5,"TBR3","word005",0.305870732,0.178411294
17,"Höhe - Kapital","TBF",0,0,6,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word006",0.304615812,0.177190125
17,"Beziehung - Wunsch","TBF",0,0,7,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word007",0.30343925,0.176047993
17,"Rahmen - Abend","TBF",1,0,8,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word008",0.302330799,0.174974453
17,"Zeit - Ventil","TBF",0,0.5,9,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word009",0.301282596,0.173961476
17,"Seele - Presse","TBR",0,0.5,10,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word010",0.519167147,0.42317482
17,"Spiegel - Fenster","TBF",1,0,11,"TBR","TBF","TBF","TBF",0.5,"TBR1","word011",0.299342967,0.172092724
17,"Liebe - Sprache","TBF",0,0,12,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word012",0.298442073,0.171227272
17,"Zeichen - Sache","TBF",0,0,13,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word013",0.297582,0.17040253
17,"Tochter - Dienst","TBR",0,0,14,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word014",0.515112854,0.41796629
17,"Kosten - Jahr","TBF",0,0,15,"TBR","TBF","TBF","TBF",0.5,"TBR1","word015",0.178798705,0.071946011
17,"Staat - Regierung","TBR",0,0,16,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word016",0.503911193,0.403661545
17,"Gesicht - Verwaltung","TBR",0,0,17,"TBR","TBF","TBR","TBF",0.5,"TBR1","word017",0.416923177,0.297561504
17,"Arzt - Klasse","TBR",0,0,18,"TBR","TBR","TBF","TBR",1.5,"TBR2","word018",0.362280447,0.236326845
17,"Partei - Herz","TBF",0,0,19,"TBR","TBR","TBR","TBF",2.5,"TBR3","word019",0.051769345,0.00845653
17,"Truppe - Uhr","TBF",0,0.5,20,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word020",0.276838406,0.150961809
17,"Himmel - Kraft","TBR",0,0,21,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word021",0.500049954,0.398760826
17,"Haus - System","TBR",0,0,22,"TBR","TBF","TBF","TBR",0.5,"TBR1","word022",0.413316987,0.293379134
17,"Stimme - Tätigkeit","TBF",0,0,23,"TBR","TBR","TBF","TBF",1.5,"TBR2","word023",0.10296491,0.027867951
17,"Kirche - Zimmer","TBR",0,0.5,24,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word024",0.498028759,0.396201837
18,"Zukunft - Hilfe","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
18,"Liebe - Sprache","TBR",1,1,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.528713345,0.43550145
18,"Höhe - Kapital","TBR",0,0,4,"TBR","TBF","TBR",NA,0.5,"TBR1","word004",0.527060801,0.433361416
18,"Himmel - Kraft","TBF",0,0,5,"TBR","TBR","TBF","TBR",1.5,"TBR2","word005",0.305870732,0.178411294
18,"Spiegel - Fenster","TBR",1,1,6,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word006",0.524107019,0.429542667
18,"Tochter - Dienst","TBF",0,0,7,"TBR","TBF","TBR","TBR",0.5,"TBR1","word007",0.30343925,0.176047993
18,"Wasser - Brief","TBR",0,0,8,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word008",0.521502991,0.426182962
18,"Stimme - Tätigkeit","TBR",0,0,9,"TBR","TBF","TBR","TBF",0.5,"TBR1","word009",0.520305182,0.424639742
18,"Zeichen - Sache","TBR",0,0,10,"TBR","TBR","TBF","TBR",1.5,"TBR2","word010",0.496412981,0.3941593
18,"Gegner - Musik","TBF",0,0,11,"TBR","TBR","TBR","TBF",2.5,"TBR3","word011",0.157047306,0.057627351
18,"Haus - System","TBF",0,0,12,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word012",0.283240763,0.156868602
18,"Partei - Herz","TBR",1,0.5,13,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word013",0.506601424,0.407085271
18,"Kirche - Zimmer","TBF",1,1,14,"TBR","TBF","TBF","TBR",0.5,"TBR1","word014",0.16227706,0.060953411
18,"Soldat - Bericht","TBF",0,0,15,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word015",0.280877138,0.154678089
18,"Staat - Regierung","TBF",1,0,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word016",0.280142805,0.153999878
18,"Gesicht - Verwaltung","TBF",0,0,17,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word017",0.279437523,0.153349544
18,"Truppe - Uhr","TBR",1,1,18,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word018",0.502267615,0.401573573
18,"Beziehung - Wunsch","TBR",0,0,19,"TBR","TBF","TBF","TBF",0.5,"TBR1","word019",0.41538257,0.29577243
18,"Recht - Frage","TBF",0,0,20,"TBR","TBR","TBF","TBF",1.5,"TBR2","word020",0.103831385,0.028274235
18,"Arzt - Klasse","TBF",0,0,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word021",0.276913593,0.151030684
18,"Rahmen - Abend","TBR",0,0,22,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word022",0.499354862,0.397880292
18,"Seele - Presse","TBF",0,0.5,23,"TBR","TBF","TBF","TBR",0.5,"TBR1","word023",0.15814776,0.058320984
18,"Kosten - Jahr","TBR",0,0,24,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word024",0.498032555,0.396206639
19,"Zeit - Ventil","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
19,"Rahmen - Abend","TBF",1,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.308678804,0.181154907
19,"Tochter - Dienst","TBR",1,1,4,"TBF","TBF","TBR",NA,-1.5,"TBF2","word004",0.527060801,0.433361416
19,"Staat - Regierung","TBR",1,0.5,5,"TBR","TBF","TBF","TBR",0.5,"TBR1","word005",0.525533012,0.431385211
19,"Beziehung - Wunsch","TBF",1,0,6,"TBR","TBR","TBF","TBF",1.5,"TBR2","word006",0.304615812,0.177190125
19,"Zukunft - Hilfe","TBR",1,0,7,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word007",0.52276741,0.427813499
19,"Truppe - Uhr","TBF",1,1,8,"TBR","TBF","TBR","TBR",0.5,"TBR1","word008",0.302330799,0.174974453
19,"Stimme - Tätigkeit","TBF",0,0,9,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word009",0.301282596,0.173961476
